model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v05,101.28999999999999,100.5505,101.28999999999999,0.0073008194293611665,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v06,103.7275,103.771,103.771,0.0004191922598798753,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v07,143.9115,141.883,143.9115,0.014095468395506822,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v08,144.4925,141.1225,144.4925,0.023323009844801665,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v09,141.33350000000002,142.861,142.861,0.010692211310294448,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v00,163.529,162.63150000000002,163.529,0.005488323172036639,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v01,336.351,331.849,336.351,0.013384827159723056,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v02,679.0015,676.726,679.0015,0.0033512444376042846,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v03,1352.705,1356.7285,1356.7285,0.0029655896518721416,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v04,2710.87,2709.56,2710.87,0.0004832396979567244,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v05,672.344,669.717,672.344,0.003907226062848879,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v06,769.4659999999999,770.3775,770.3775,0.0011831861652243998,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v07,1291.6745,1293.8465,1293.8465,0.001678715365385326,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v08,1092.8564999999999,1091.5655,1092.8564999999999,0.0011813078844294198,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v09,966.793,967.902,967.902,0.0011457771551252474,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v00,169.973,169.6605,169.973,0.0018385272955116399,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v01,333.3275,334.64300000000003,334.64300000000003,0.003931054885355566,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v02,679.8615,678.9175,679.8615,0.0013885181025840704,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v03,1351.993,1363.0675,1363.0675,0.00812468934957379,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v04,2717.855,2717.614,2717.855,8.86728688616521e-05,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v05,672.448,673.422,673.422,0.001446344194279436,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v06,769.678,770.578,770.578,0.001167954444585723,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v07,1289.741,1292.34,1292.34,0.002011080675364016,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v08,1086.913,1088.355,1088.355,0.0013249353381938865,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v09,966.096,966.2155,966.2155,0.00012367841335604363,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v00,171.3405,170.344,171.3405,0.005815904587648557,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v01,333.8585,335.12,335.12,0.0037643232275006333,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v02,680.4739999999999,679.029,680.4739999999999,0.002123519781799064,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v03,1355.4265,1355.7495,1355.7495,0.00023824460197098757,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v04,2718.191,2714.27,2718.191,0.001442503488533301,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v05,671.387,671.768,671.768,0.0005671600909839192,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v06,770.108,769.967,770.108,0.00018309120279228722,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v07,1289.5895,1290.0395,1290.0395,0.0003488265281799863,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v08,1086.01,1088.3885,1088.3885,0.002185340988075518,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v09,966.683,966.3925,966.683,0.00030051216375994176,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v00,187.71550000000002,191.606,191.606,0.02030468774464252,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v01,359.0695,361.6755,361.6755,0.0072053539706172925,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v02,700.4985,705.1310000000001,705.1310000000001,0.0065697012328206385,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v03,1371.087,1378.3845000000001,1378.3845000000001,0.005294241193223028,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v04,2716.961,2732.705,2732.705,0.005761324402011978,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v05,641.291,644.797,644.797,0.005437370211089648,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v06,760.2885,766.204,766.204,0.007720528736472209,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v07,1255.699,1262.3395,1262.3395,0.005260470737071901,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v08,1044.2305000000001,1053.014,1053.014,0.008341294607668822,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v09,927.457,931.4035,931.4035,0.0042371539295268,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v00,176.833,178.28449999999998,178.28449999999998,0.008141481732848238,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v01,346.779,353.04999999999995,353.04999999999995,0.017762356606712815,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v02,688.1225,685.0664999999999,688.1225,0.004441069722324209,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v03,1364.0275,1367.2185,1367.2185,0.002333935651104802,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v04,2709.61,2698.407,2709.61,0.0041345433475666145,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v05,601.06,611.816,611.816,0.017580449023889673,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v06,736.4765,751.681,751.681,0.020227330476625126,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v07,1193.749,1246.2150000000001,1246.2150000000001,0.042100279646770516,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v08,1024.148,1020.934,1024.148,0.0031382183043856377,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v09,885.222,904.1790000000001,904.1790000000001,0.020965981293527173,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v00,175.6115,171.731,175.6115,0.022097072230463335,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v01,351.89700000000005,336.955,351.89700000000005,0.04246128838836382,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v02,690.3785,686.2080000000001,690.3785,0.006040889164422049,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v03,1364.538,1358.2015000000001,1364.538,0.004643696254702974,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v04,2706.957,2702.797,2706.957,0.001536780968445326,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v05,589.01,625.836,625.836,0.058842891747997915,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v06,730.806,747.207,747.207,0.02194974083486899,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v07,1235.9695000000002,1217.2150000000001,1235.9695000000002,0.015173918126620443,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v08,992.3955000000001,1013.019,1013.019,0.020358453296532367,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v09,884.6365,904.769,904.769,0.02225153602742805,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v00,79.1005,79.14500000000001,79.14500000000001,0.0005622591446081688,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v01,128.785,127.7365,128.785,0.008141476103583414,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v02,234.31,232.625,234.31,0.007191327728223304,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v03,418.49850000000004,420.3275,420.3275,0.0043513688730809925,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v04,797.5074999999999,799.0654999999999,799.0654999999999,0.0019497775839402312,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v05,121.81299999999999,121.26050000000001,121.81299999999999,0.0045356406951637404,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v06,412.378,412.334,412.378,0.00010669822347453724,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v07,791.178,790.2065,791.178,0.001227915841947061,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v08,791.859,788.289,791.859,0.004508378385545975,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v09,790.826,789.072,790.826,0.00221793415997959,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v00,75.18350000000001,76.005,76.005,0.01080849944082608,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v01,124.9865,125.4745,125.4745,0.003889236458403895,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v02,229.7045,231.611,231.611,0.008231474325485379,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v03,417.6545,419.5155,419.5155,0.004436069704218295,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v04,791.1925000000001,799.558,799.558,0.010462655617228374,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v05,118.55000000000001,119.14850000000001,119.14850000000001,0.005023143388292772,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v06,409.703,412.055,412.055,0.005707975877006789,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v07,787.9580000000001,790.621,790.621,0.0033682383847632395,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v08,786.289,790.222,790.222,0.004977082389505724,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v09,787.012,788.484,788.484,0.0018668736461362483,False
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__v00,77.5945,77.2765,77.5945,0.004098228611563936,False
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__v01,128.122,127.3825,128.122,0.0057718424626529465,False
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__v02,232.694,232.2885,232.694,0.0017426319544121866,False
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__v03,421.531,419.121,421.531,0.005717254484249141,False
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__v04,801.2094999999999,799.668,801.2094999999999,0.0019239662035958488,False
