parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,evidence_set
tp,h0,decode,model,qwen2.5-14b-instruct,108,0.16638814200714125,0.13429974882322243,0.03393369176868638,0.01794096603534481,0.4277489436413951,0.21387447182069755,0.02365825425373112,0.15304623494284633,0.12363071807339121,phase34_blind_six_model
tp,h0,decode,model,qwen3-30b-a3b,108,0.16638814200714125,0.13429974882322243,0.033933691768686394,0.017940966035344813,0.34312235144680586,0.17156117572340293,0.016192171152248483,0.1606206822540996,0.12980416455695706,phase34_blind_six_model
tp,h0,decode,model,qwen3-8b,108,0.16638814200714125,0.13429974882322243,0.03393369176868638,0.017940966035344806,0.4459675455463627,0.22298377277318135,0.02301577261637445,0.15544575388495036,0.12561776925699134,phase34_blind_six_model
tp,h0,decode,policy,balanced,216,0.16493688934795483,0.14086574528575177,0.03393369176868637,0.0179409660353448,0.3997070504527494,0.1998535252263747,0.018156572066416878,0.15741392439181817,0.13173091704712692,phase34_blind_six_model
tp,h0,decode,policy,latency,216,0.13975337042219074,0.11748057149213349,0.03393369176868639,0.01794096603534482,0.30207934380561985,0.15103967190280992,0.014500213746757681,0.13588163677981427,0.1134706365386717,phase34_blind_six_model
tp,h0,decode,policy,throughput,216,0.19447416625127817,0.181445134884321,0.03393369176868638,0.017940966035344796,0.5090814175724705,0.25454070878623525,0.028371185454196146,0.17827725579719972,0.16141505250836888,phase34_blind_six_model
tp,h0,decode,parallel_size,2,216,0.16638814200714125,0.13429974882322243,0.03393369176868638,0.017940966035344803,0.40362260394361327,0.20181130197180663,0.02034265708912357,0.1571909389896107,0.12683198726591,phase34_blind_six_model
tp,h0,decode,parallel_size,4,216,0.16638814200714125,0.13429974882322243,0.03393369176868638,0.017940966035344803,0.40362260394361327,0.20181130197180663,0.02034265708912357,0.1571909389896107,0.12683198726591,phase34_blind_six_model
tp,h0,decode,parallel_size,8,216,0.16638814200714125,0.13429974882322243,0.03393369176868638,0.017940966035344803,0.40362260394361327,0.20181130197180663,0.02034265708912357,0.1571909389896107,0.12683198726591,phase34_blind_six_model
tp,h0,decode,source,burstgpt,648,0.16638814200714125,0.1342997488232224,0.03393369176868638,0.017940966035344803,0.4036226039436132,0.2018113019718066,0.020342657089123566,0.1571909389896107,0.12683198726591,phase34_blind_six_model
tp,h0,total,overall,all,648,0.16427826177387406,0.13336368373457885,0.04065673094051186,0.03487939230030904,0.4042730175520298,0.2021365087760149,0.02125595732077652,0.09803004070871381,0.07855877815427004,phase34_blind_six_model
tp,h0,total,model,deepseek-v2-lite,108,0.16427826177387403,0.13336368373457885,0.04065673094051188,0.03487939230030907,0.34517596280231827,0.17258798140115914,0.017155330292123152,0.1128172339070341,0.09325085827593603,phase34_blind_six_model
tp,h0,total,model,llama-3.2-3b-instruct,108,0.16427826177387406,0.13336368373457885,0.040656730940511865,0.03487939230030902,0.4164941463479188,0.2082470731739594,0.02093274421833781,0.09917597372135625,0.08163826242153527,phase34_blind_six_model
tp,h0,total,model,mixtral-8x7b-instruct-v0.1,108,0.16427826177387403,0.13336368373457885,0.04065673094051187,0.034879392300309044,0.44537042661579024,0.22268521330789512,0.023870948643370825,0.09015794961613813,0.07377445568830499,phase34_blind_six_model
tp,h0,total,model,qwen2.5-14b-instruct,108,0.16427826177387403,0.13336368373457885,0.04065673094051186,0.03487939230030902,0.42805118012804333,0.21402559006402166,0.02455044183533337,0.0830539034845821,0.067641723573825,phase34_blind_six_model
tp,h0,total,model,qwen3-30b-a3b,108,0.16427826177387406,0.13336368373457888,0.040656730940511844,0.034879392300309016,0.34517596280231827,0.17258798140115914,0.017155330292123138,0.11281723390703415,0.09325085827593607,phase34_blind_six_model
